TARİH,Ticari Alacaklar,Ticari Borçlar,Dönen Varlıklar,Kısa Vadeli Yükümlülükler,Stoklar
2021-12-31,1385671865.0,466178919.0,2498897647.0,1827581702.0,551630889.0
2022-12-31,2578114082.0,946924045.0,5028939108.0,2927516287.0,1201416720.0
2023-03-31,2400530988.0,644371344.0,6869505689.0,3156867448.0,1199145368.0
2023-06-30,3167567399.0,981721783.0,8137413644.0,3690060913.0,1397634833.0
