TARİH,Ticari Alacaklar,Ticari Borçlar,Dönen Varlıklar,Kısa Vadeli Yükümlülükler,Stoklar
2021-12-31,9803350.0,6039472.0,23175142.0,16749927.0,7638954.0
2022-09-30,12458878.0,5555102.0,30051243.0,22426512.0,11432151.0
2022-12-31,14888340.0,9775271.0,38299445.0,29651397.0,12592653.0
2023-03-31,13955576.0,7994551.0,38571526.0,27094716.0,14508815.0
2023-06-30,17645145.0,10119080.0,43290298.0,35682436.0,17098047.0
